price,area_sqft,city,thana,bedrooms,bathrooms,floor_level,total_floors,building_age,lift,gas_line,airco,generator,security,parking,garagepl,road_width_ft,distance_main_road_m,near_school,near_hospital,near_market,driveway,fullbase,prefarea
18980000,2268,Dhaka,Mohammadpur,4,2,4,5,15,1,1,0,1,0,1,1,10,572,1,1,1,1,1,0
16590000,1768,Sylhet,Amberkhana,5,3,10,10,5,1,1,0,0,0,1,1,20,553,1,1,0,0,0,0
16900000,1730,Sylhet,Amberkhana,3,3,7,7,4,1,0,1,1,1,0,0,60,666,0,0,1,1,1,1
22210000,2542,Sylhet,Zindabazar,3,3,12,12,4,1,0,0,0,0,1,2,15,478,1,1,0,1,0,0
10720000,2745,Rajshahi,Shah Makhdum,2,1,10,12,30,1,1,0,1,0,0,0,15,346,1,0,1,1,0,0
8290000,2198,Rajshahi,Poba,5,3,4,4,5,0,0,0,0,0,1,2,40,273,1,1,0,0,1,0
19200000,1575,Dhaka,Bashundhara,4,1,11,12,29,1,1,0,0,1,0,0,15,326,1,0,1,1,0,0
19200000,2272,Sylhet,Amberkhana,4,3,1,1,26,1,0,0,0,0,1,2,20,274,0,1,0,1,0,0
9980000,1503,Chattogram,Muradpur,4,3,4,7,4,1,1,0,1,1,1,2,30,287,1,0,1,1,0,0
16740000,1870,Sylhet,Sylhet Sadar,3,1,7,11,6,1,0,0,0,0,0,0,10,196,1,0,1,1,0,0
16660000,779,Dhaka,Gulshan-1,3,1,2,2,30,0,1,1,1,1,0,0,60,664,0,0,0,0,1,1
19290000,2419,Chattogram,Muradpur,3,2,6,7,7,1,0,1,1,0,1,2,10,606,1,0,1,1,1,0
15650000,2178,Chattogram,Muradpur,3,2,11,11,29,1,0,1,1,1,1,2,60,443,1,0,1,0,1,0
25190000,1218,Dhaka,Gulshan-1,3,2,9,11,5,1,0,1,1,1,0,0,60,485,0,1,0,1,0,1
8750000,912,Sylhet,Zindabazar,2,1,11,12,4,1,0,0,1,0,1,2,30,507,0,1,1,1,0,0
27100000,2624,Sylhet,Zindabazar,5,4,12,14,4,1,0,0,0,0,0,0,80,719,1,1,0,1,0,0
5540000,957,Chattogram,Pahartali,3,2,1,1,11,1,1,0,0,0,0,0,40,535,1,1,0,0,0,0
17930000,1519,Chattogram,GEC Circle,2,1,2,7,4,1,0,1,1,0,0,0,30,800,1,0,1,1,1,0
7100000,651,Chattogram,Agrabad,5,2,3,4,23,0,0,0,1,1,1,1,40,765,1,0,0,1,1,0
8840000,2460,Rajshahi,Shah Makhdum,4,3,12,13,29,1,0,1,1,0,0,0,15,328,1,1,0,0,0,0
9390000,1882,Rajshahi,Shah Makhdum,5,4,3,3,20,1,0,1,1,1,1,1,30,249,0,1,1,1,1,1
8460000,1368,Dhaka,Mirpur-1,3,3,1,2,2,0,1,0,0,1,0,0,40,628,1,1,1,1,0,0
9400000,998,Sylhet,Amberkhana,4,4,12,12,16,1,1,0,0,1,0,0,80,203,1,0,0,1,0,0
6260000,1176,Chattogram,Pahartali,3,3,9,13,20,1,1,0,0,0,1,1,40,399,0,0,1,1,0,0
47720000,2637,Dhaka,Banani,2,1,3,9,9,1,1,1,1,1,1,1,40,139,1,0,1,1,0,1
33200000,1333,Dhaka,Gulshan-2,5,3,8,9,20,1,1,1,1,1,1,2,15,176,1,1,1,0,0,1
13940000,2699,Rajshahi,Rajpara,4,3,2,5,16,1,0,1,1,1,1,2,30,319,1,0,0,0,1,1
15530000,2139,Dhaka,Mirpur-1,3,3,7,7,7,1,1,1,1,1,1,2,30,523,0,0,1,1,0,1
7080000,1417,Rajshahi,Shah Makhdum,5,3,2,3,19,1,0,0,0,1,1,2,30,267,1,0,0,0,1,0
23910000,2539,Sylhet,Uposhohor,3,1,4,4,30,0,1,1,0,1,1,1,80,750,0,0,1,0,1,0
45760000,2355,Dhaka,Gulshan-2,4,3,3,4,30,0,1,1,1,1,1,1,30,543,0,0,0,0,0,1
15200000,1192,Chattogram,Agrabad,4,3,1,2,29,0,0,1,1,1,1,1,15,561,0,1,1,0,1,1
4750000,999,Rajshahi,Poba,2,1,12,13,22,1,1,0,0,0,1,2,40,220,1,0,1,0,0,0
18730000,2644,Dhaka,Tejgaon,5,4,7,8,26,1,1,0,0,0,1,2,40,486,0,1,1,1,0,0
3840000,1006,Rajshahi,Rajpara,2,1,2,2,19,0,0,0,0,0,1,1,30,156,0,0,1,0,0,0
34830000,2523,Dhaka,Dhanmondi,2,2,8,11,0,1,1,1,1,1,1,2,20,279,0,1,0,0,0,1
21800000,2298,Chattogram,Agrabad,2,1,1,2,26,0,0,0,1,0,1,2,80,581,1,0,0,0,0,0
